Lipid_ID	Lipid_Name	Lipid_Name_Tot	Lipid_Name_LION	Lipid_Class	FA_1	FA_2	Sat_status_FA1	Sat_status_FA2	FA_status_FA1	FA_status_FA2	Unsat_position_FA1	Unsat_position_FA2	HMDB_ID	KEGG_ID	LION_ID	cellular_component	Function	Total_Carb	Total_Unsat	Carbon_numb_FA1	Carbon_numb_FA2	Unsat_numb_FA1	Unsat_numb_FA2	PhysicoChemical	PathwaysKegg
PE.14.0.22.5.	PE(14:0_22:5)	PE(36:5)	PE(14:0/22:5)	PE	(14:0)	(22:5)	SFA	PUFA	Even	Even		omega_3			LION:0003560	"endoplasmic reticulum (ER);mitochondrion"	membrane component	36	5	14	22	0	5	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PE.14.0.22.6.	PE(14:0_22:6)	PE(36:6)	PE(14:0/22:6)	PE	(14:0)	(22:6)	SFA	PUFA	Even	Even		omega_3			LION:0080630	"endoplasmic reticulum (ER);mitochondrion"	membrane component	36	6	14	22	0	6	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with more than 5 double bonds;fatty acid with 6 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;very low bilayer thickness"	NA
PE.15.0.14.1.	PE(15:0_14:1)	PE(29:1)	PE(14:1/15:0)	PE	(15:0)	(14:1)	SFA	MUFA	Odd	Even								29	1	15	14	0	1	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 15 carbons;average lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PE.15.0.16.1.	PE(15:0_16:1)	PE(31:1)	PE(15:0/16:1)	PE	(15:0)	(16:1)	SFA	MUFA	Odd	Even								31	1	15	16	0	1	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;average lateral diffusion;average bilayer thickness"	NA
PE.15.0.18.1.	PE(15:0_18:1)	PE(33:1)	PE(15:0/18:1)	PE	(15:0)	(18:1)	SFA	MUFA	Odd	Even			HMDB08894					33	1	15	18	0	1	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;below average lateral diffusion;low lateral diffusion;average bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.15.0.18.2.	PE(15:0_18:2)	PE(33:2)	PE(15:0/18:2)	PE	(15:0)	(18:2)	SFA	PUFA	Odd	Even		omega_6						33	2	15	18	0	2	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;average lateral diffusion;average bilayer thickness"	NA
PE.15.0.18.3.	PE(15:0_18:3)	PE(33:3)	PE(15:0/18:3)	PE	(15:0)	(18:3)	SFA	PUFA	Odd	Even		omega_3						33	3	15	18	0	3	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 16-18 carbons;fatty acid with 18 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PE.15.0.18.4.	PE(15:0_18:4)	PE(33:4)	PE(15:0/18:4)	PE	(15:0)	(18:4)	SFA	PUFA	Odd	Even		omega_3			0			33	4	15	18	0	4		NA
PE.15.0.20.2.	PE(15:0_20:2)	PE(35:2)	PE(15:0/20:2)	PE	(15:0)	(20:2)	SFA	PUFA	Odd	Even								35	2	15	20	0	2	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;average lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PE.15.0.20.3.	PE(15:0_20:3)	PE(35:3)	PE(15:0/20:3)	PE	(15:0)	(20:3)	SFA	PUFA	Odd	Even		omega_6						35	3	15	20	0	3	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;average lateral diffusion;average bilayer thickness"	NA
PE.15.0.20.4.	PE(15:0_20:4)	PE(35:4)	PE(15:0/20:4)	PE	(15:0)	(20:4)	SFA	PUFA	Odd	Even		omega_6	HMDB08904					35	4	15	20	0	4	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.15.0.20.5.	PE(15:0_20:5)	PE(35:5)	PE(15:0/20:5)	PE	(15:0)	(20:5)	SFA	PUFA	Odd	Even		omega_3						35	5	15	20	0	5	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;very low bilayer thickness"	NA
PE.15.0.22.1.	PE(15:0_22:1)	PE(37:1)	PE(15:0/22:1)	PE	(15:0)	(22:1)	SFA	MUFA	Odd	Even								37	1	15	22	0	1	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;very high bilayer thickness"	NA
PE.15.0.22.2.	PE(15:0_22:2)	PE(37:2)	PE(15:0/22:2)	PE	(15:0)	(22:2)	SFA	PUFA	Odd	Even								37	2	15	22	0	2	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PE.15.0.22.4.	PE(15:0_22:4)	PE(37:4)	PE(15:0/22:4)	PE	(15:0)	(22:4)	SFA	PUFA	Odd	Even		omega_6						37	4	15	22	0	4	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;high lateral diffusion;average bilayer thickness"	NA
PE.15.0.22.5.	PE(15:0_22:5)	PE(37:5)	PE(15:0/22:5)	PE	(15:0)	(22:5)	SFA	PUFA	Odd	Even		omega_3						37	5	15	22	0	5	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PE.15.0.22.6.	PE(15:0_22:6)	PE(37:6)	PE(15:0/22:6)	PE	(15:0)	(22:6)	SFA	PUFA	Odd	Even		omega_3						37	6	15	22	0	6	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with more than 5 double bonds;fatty acid with 6 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;above average lateral diffusion;very high lateral diffusion;below average bilayer thickness;very low bilayer thickness"	NA
PE.16.0.14.0.	PE(16:0_14:0)	PE(30:0)	PE(14:0/16:0)	PE	(16:0)	(14:0)	SFA	SFA	Even	Even					LION:0003536			30	0	16	14	0	0	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;below average lateral diffusion;low lateral diffusion;average bilayer thickness"	NA
PE.16.0.14.1.	PE(16:0_14:1)	PE(30:1)	PE(14:1/16:0)	PE	(16:0)	(14:1)	SFA	MUFA	Even	Even								30	1	16	14	0	1	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 14 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;average lateral diffusion;below average bilayer thickness;low bilayer thickness"	NA
PE.16.0.15.0.	PE(16:0_15:0)	PE(31:0)	PE(15:0/16:0)	PE	(16:0)	(15:0)	SFA	SFA	Even	Even								31	0	16	15	0	0	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 13-15 carbons;fatty acid with 15 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;below average lateral diffusion;low lateral diffusion;average bilayer thickness"	NA
PE.16.0.16.0.	PE(16:0_16:0)	PE(32:0)	PE(16:0/16:0)	PE	(16:0)	(16:0)	SFA	SFA	Even	Even			HMDB08923		LION:0003545	"endoplasmic reticulum (ER);mitochondrion"	membrane component	32	0	16	16	0	0	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;above average transition temperature;very high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.16.1.	PE(16:0_16:1)	PE(32:1)	PE(16:0/16:1)	PE	(16:0)	(16:1)	SFA	MUFA	Even	Even			HMDB08924		LION:0003542	"endoplasmic reticulum (ER);mitochondrion"	membrane component	32	1	16	16	0	1	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;average lateral diffusion;below average lateral diffusion;low lateral diffusion;average bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.17.0.	PE(16:0_17:0)	PE(33:0)	PE(16:0/17:0)	PE	(16:0)	(17:0)	SFA	SFA	Even	Odd								33	0	16	17	0	0	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;above average transition temperature;very high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 17 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	NA
PE.16.0.18.1.	PE(16:0_18:1)	PE(34:1)	PE(16:0/18:1)	PE	(16:0)	(18:1)	SFA	MUFA	Even	Even			HMDB08927	C13877	LION:0003554	"endoplasmic reticulum (ER);mitochondrion"	membrane component	34	1	16	18	0	1	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.18.2.	PE(16:0_18:2)	PE(34:2)	PE(16:0/18:2)	PE	(16:0)	(18:2)	SFA	PUFA	Even	Even		omega_6	HMDB08928		LION:0003550	"endoplasmic reticulum (ER);mitochondrion"	membrane component	34	2	16	18	0	2	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons;average lateral diffusion;average bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.18.3.	PE(16:0_18:3)	PE(34:3)	PE(16:0/18:3)	PE	(16:0)	(18:3)	SFA	PUFA	Even	Even		omega_3	HMDB08930		LION:0002990	"endoplasmic reticulum (ER);mitochondrion"	membrane component	34	3	16	18	0	3	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 18 carbons;average lateral diffusion;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.18.4.	PE(16:0_18:4)	PE(34:4)	PE(16:0/18:4)	PE	(16:0)	(18:4)	SFA	PUFA	Even	Even		omega_3			0			34	4	16	18	0	4		NA
PE.16.0.20.1.	PE(16:0_20:1)	PE(36:1)	PE(16:0/20:1)	PE	(16:0)	(20:1)	SFA	MUFA	Even	Even			HMDB08933		LION:0003584	"endoplasmic reticulum (ER);mitochondrion"	membrane component	36	1	16	20	0	1	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.20.2.	PE(16:0_20:2)	PE(36:2)	PE(16:0/20:2)	PE	(16:0)	(20:2)	SFA	PUFA	Even	Even			HMDB08934		LION:0003578	"endoplasmic reticulum (ER);mitochondrion"	membrane component	36	2	16	20	0	2	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;average transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with 2 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;below average lateral diffusion;low lateral diffusion;above average bilayer thickness;high bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.20.3.	PE(16:0_20:3)	PE(36:3)	PE(16:0/20:3)	PE	(16:0)	(20:3)	SFA	PUFA	Even	Even		omega_6	HMDB08936		LION:0003572	"endoplasmic reticulum (ER);mitochondrion"	membrane component	36	3	16	20	0	3	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 3 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;average lateral diffusion;average bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.20.4.	PE(16:0_20:4)	PE(36:4)	PE(16:0/20:4)	PE	(16:0)	(20:4)	SFA	PUFA	Even	Even		omega_6	HMDB08937		LION:0003566	"endoplasmic reticulum (ER);mitochondrion"	membrane component	36	4	16	20	0	4	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 4 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.20.5.	PE(16:0_20:5)	PE(36:5)	PE(16:0/20:5)	PE	(16:0)	(20:5)	SFA	PUFA	Even	Even		omega_3	HMDB08939		LION:0003561	"endoplasmic reticulum (ER);mitochondrion"	membrane component	36	5	16	20	0	5	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;below average transition temperature;very low transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;polyunsaturated fatty acid;fatty acid with more than 3 double bonds;fatty acid with 3-5 double bonds;fatty acid with 5 double bonds;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 19-21 carbons;fatty acid with 20 carbons;above average lateral diffusion;high lateral diffusion;below average bilayer thickness;low bilayer thickness"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Autophagy - other;Autophagy - yeast;Autophagy - animal;Retrograde endocannabinoid signaling;Pathogenic Escherichia coli infection;Kaposi sarcoma-associated herpesvirus infection"
PE.16.0.22.1.	PE(16:0_22:1)	PE(38:1)	PE(16:0/22:1)	PE	(16:0)	(22:1)	SFA	MUFA	Even	Even					LION:0003631	"endoplasmic reticulum (ER);mitochondrion"	membrane component	38	1	16	22	0	1	"glycerophospholipids [GP];glycerophosphoethanolamines [GP02];diacylglycerophosphoethanolamines [GP0201];headgroup with positive charge / zwitter-ion;negative intrinsic curvature;above average transition temperature;high transition temperature;fatty acid with less than 2 double bonds;saturated fatty acid;monounsaturated fatty acid;fatty acid with 18 carbons or less;fatty acid with more than 18 carbons;fatty acid with 16-18 carbons;fatty acid with 16 carbons;fatty acid with 22-24 carbons;fatty acid with 22 carbons;below average lateral diffusion;very low lateral diffusion;above average bilayer thickness;very high bilayer thickness"	NA
