Lipid_ID	Lipid_ID_LION	FA_comp	Insaturations	Saturation_Class	Lipid_Family	Lipid_Type	F_Old_3a	F_Old_3b	F_Old_4a	F_Old_4b	F_Young_1a	F_Young_1b	F_Young_2a	F_Young_2b	M_Old_3a	M_Old_3b	M_Old_4a	M_Old_4b	M_Young_1a	M_Young_1b	M_Young_2a	M_Young_2b
SM(18:0)	SM(d18:1/18:0)	FA18:0	0	Saturated_FA	SM	Sphingolipids	1.3143	1.5051	0.7742	1.1456	0.7585	0.5548	0.8853	0.7923	1.3363	4.0652	1.9803	1.1389	1.1522	1.209	0.9106	0.8967
SM(18:1)	SM(d18:1/18:1)	FA18:1	1	MUFA	SM	Sphingolipids	0.0666	0.0597	0.0786	0.0617	0.0578	0.0749	0.0795	0.0569	0.08	0.1306	0.11	0.073	0.0655	0.0581	0.0668	0.0724
SM(20:0)	SM(d18:1/20:0)	FA20:0	0	Saturated_FA	SM	Sphingolipids	0.9169	2.6524	1.2132	1.08	1.458	0.3403	1.6268	1.4956	2.2955	8.2633	1.7567	2.4049	3.3016	3.0837	0.941	2.4946
SM(20:1)	SM(d18:1/20:1)	FA20:1	1	MUFA	SM	Sphingolipids	0.0552	0.127	0.0799	0.0637	0.0954	0.0397	0.0869	0.0911	0.1353	0.397	0.0957	0.125	0.1619	0.1805	0.0586	0.1308
SM(22:0)	SM(d18:1/22:0)	FA22:0	0	Saturated_FA	SM	Sphingolipids	4.2673	6.8826	3.2074	4.1581	3.7304	1.6296	3.7382	3.5968	5.6124	18.6599	7.826	5.6053	6.141	6.3794	3.5233	5.0399
SM(22:1)	SM(d18:1/22:1)	FA22:1	1	MUFA	SM	Sphingolipids	1.0021	1.8905	0.9712	1.0722	1.1983	0.4419	1.2923	1.1177	1.8115	6.0644	2.101	1.9115	2.0194	1.9605	0.8737	1.5452
SM(24:0)	SM(d18:1/24:0)	FA24:0	0	Saturated_FA	SM	Sphingolipids	8.9348	14.0444	9.4814	8.5591	9.7961	4.5465	10.043	9.8379	12.8302	28.9685	14.0705	10.9441	12.4699	12.4551	7.5187	10.7816
SM(24:1)	SM(d18:1/24:1)	FA24:1	1	MUFA	SM	Sphingolipids	18.2859	21.7098	10.497	18.652	13.4868	8.3974	12.8003	12.0513	23.0875	64.3443	40.2916	17.2175	17.541	19.504	19.6158	14.614
SM(26:0)	SM(d18:1/26:0)	FA26:0	0	Saturated_FA	SM	Sphingolipids	0.1168	0.1513	0.1156	0.1188	0.1051	0.0511	0.1516	0.1263	0.145	0.6182	0.2025	0.1375	0.1897	0.1536	0.1154	0.1393
SM(26:1)	SM(d18:1/26:1)	FA26:1	1	MUFA	SM	Sphingolipids	0.1977	0.3008	0.177	0.226	0.1988	0.1064	0.1975	0.1921	0.2852	0.8845	0.4808	0.2515	0.2651	0.2989	0.2646	0.2182
TAG44:0-FA14:0	TG(44:0)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.003480977	0.0109	0.002943982	0.0142	0.014	0.0075	0.006790728	0.016	0.0234	0.0174	0.0241	0.0133	0.0153	0.015	0.0108	0.0166
TAG44:0-FA16:0	TG(44:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0099	0.0123	0.004070098	0.0125	0.0114	0.0076	0.004188644	0.0193	0.0321	0.0299	0.0303	0.0162	0.0186	0.0191	0.0144	0.0194
TAG45:0-FA14:0	TG(45:0)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0109	0.0112	0.003108575	0.0163	0.0084	0.0075	0.0126	0.0131	0.0238	0.0467	0.0333	0.0136	0.016	0.0207	0.0151	0.0173
TAG45:0-FA15:0	TG(45:0)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.002956536	0.0084	0.006995812	0.0104	0.002288153	0.002195794	0.004645996	0.013	0.0152	0.0198	0.0161	0.0112	0.0119	0.0097	0.011	0.016
TAG45:0-FA16:0	TG(45:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0112	0.0132	0.0098	0.02	0.0152	0.0084	0.0139	0.0165	0.0235	0.0551	0.0359	0.0157	0.0222	0.0225	0.0209	0.0238
TAG46:0-FA14:0	TG(46:0)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0118	0.0256	0.0132	0.0319	0.0241	0.0151	0.021	0.0307	0.0557	0.1112	0.1148	0.0519	0.0479	0.0662	0.031	0.0337
TAG46:0-FA16:0	TG(46:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0268	0.053	0.0269	0.0512	0.0358	0.0265	0.047	0.0544	0.086	0.2052	0.2084	0.0919	0.0939	0.1361	0.0556	0.0649
TAG46:1-FA14:0	TG(46:1)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.003172179	0.0102	0.003991119	0.0116	0.0128	0.002539907	0.005702038	0.0139	0.0218	0.0234	0.0214	0.016	0.0105	0.0113	0.003598413	0.0079
TAG46:1-FA16:0	TG(46:1)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.003959185	0.0144	0.008	0.0118	0.0148	0.0073	0.004453447	0.011	0.0307	0.0297	0.0267	0.0215	0.0109	0.0182	0.0102	0.0086
TAG46:1-FA16:1	TG(46:1)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.005997013	0.0136	0.0078	0.007913533	0.019	0.00481173	0.0113	0.0148	0.0279	0.0176	0.0178	0.019	0.0118	0.0146	0.0123	0.0102
TAG46:1-FA18:1	TG(46:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.002385921	0.0109	0.0075	0.0081	0.005734433	0.002436493	0.006672781	0.0088	0.0225	0.0149	0.0161	0.0149	0.0082	0.0107	0.0091	0.0129
TAG46:2-FA18:2	TG(46:2)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.004205709	0.0094	0.0087	0.0078	0.01	0.003368373	0.0087	0.004190598	0.0128	0.0249	0.0184	0.0131	0.011	0.015	0.0102	0.0129
TAG47:0-FA14:0	TG(47:0)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0075	0.015	0.003114649	0.0152	0.0115	0.004095744	0.0088	0.0099	0.0139	0.0372	0.0303	0.0168	0.0127	0.0162	0.0141	0.011
TAG47:0-FA15:0	TG(47:0)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0116	0.02	0.01	0.0214	0.0219	0.0097	0.0152	0.0214	0.0382	0.1048	0.079	0.034	0.04	0.0524	0.0305	0.0335
TAG47:0-FA16:0	TG(47:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0704	0.1122	0.0465	0.0958	0.0879	0.04	0.0597	0.0884	0.1837	0.7051	0.3722	0.1837	0.1945	0.3036	0.1306	0.1315
TAG47:1-FA14:0	TG(47:1)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0082	0.0171	0.0123	0.0145	0.0153	0.003827362	0.0086	0.0136	0.0238	0.0613	0.0343	0.0137	0.0186	0.0213	0.0145	0.0116
TAG47:1-FA15:0	TG(47:1)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.004378962	0.0088	0.003413612	0.0105	0.0127	0.0081	0.00429511	0.009	0.0211	0.0307	0.0236	0.0165	0.0129	0.0134	0.0087	0.0086
TAG47:1-FA16:0	TG(47:1)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0117	0.0219	0.013	0.0182	0.0167	0.0074	0.004286785	0.019	0.0513	0.1139	0.0523	0.0357	0.0298	0.0448	0.0209	0.0167
TAG47:1-FA16:1	TG(47:1)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0122	0.0256	0.0155	0.0266	0.026	0.0145	0.0136	0.0216	0.056	0.0963	0.0401	0.035	0.0306	0.0365	0.0265	0.0205
TAG47:1-FA18:1	TG(47:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0086	0.0115	0.0083	0.012	0.009	0.002088293	0.003979602	0.0108	0.0216	0.0261	0.0158	0.0148	0.0098	0.0164	0.0102	0.0146
TAG47:2-FA14:0	TG(47:2)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.003675038	0.0157	0.0053	0.0109	0.004346116	0.00247901	0.005681549	0.00302056	0.0154	0.049	0.0267	0.012	0.0206	0.0229	0.0118	0.0126
TAG47:2-FA16:1	TG(47:2)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.007560765	0.00428548	0.003737526	0.0084	0.0138	0.003759408	0.003957358	0.0112	0.0185	0.0209	0.0119	0.0145	0.0087	0.0087	0.0111	0.0084
TAG48:0-FA14:0	TG(48:0)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0086	0.0132	0.0064	0.0117	0.0122	0.0079	0.011	0.0114	0.0228	0.043	0.0379	0.017	0.0188	0.0227	0.0137	0.0133
TAG48:0-FA16:0	TG(48:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.1289	0.2869	0.1316	0.3094	0.1603	0.1159	0.174	0.2068	0.5918	1.7964	1.7131	0.8499	0.6714	1.2368	0.3083	0.27
TAG48:0-FA18:0	TG(48:0)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0094	0.0175	0.0125	0.0154	0.0124	0.002799503	0.0136	0.0158	0.019	0.049	0.0415	0.0257	0.0234	0.0252	0.0138	0.0182
TAG48:1-FA14:0	TG(48:1)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0106	0.0237	0.0151	0.0258	0.0198	0.0117	0.0126	0.0187	0.0481	0.0833	0.0747	0.0352	0.0287	0.045	0.0183	0.0138
TAG48:1-FA16:0	TG(48:1)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0278	0.0682	0.0411	0.0631	0.0576	0.0228	0.0324	0.052	0.1543	0.2786	0.2407	0.1291	0.0906	0.1343	0.059	0.0534
TAG48:1-FA16:1	TG(48:1)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0144	0.0321	0.0164	0.0317	0.0276	0.0096	0.0151	0.0238	0.0728	0.1285	0.0955	0.0621	0.0448	0.0626	0.0291	0.0172
TAG48:1-FA18:1	TG(48:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0118	0.0227	0.0134	0.0224	0.0196	0.0084	0.0128	0.0147	0.0551	0.0699	0.0662	0.0349	0.0329	0.037	0.0198	0.02
TAG48:2-FA14:0	TG(48:2)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.009	0.0265	0.0164	0.0292	0.0149	0.004630387	0.0156	0.0158	0.0479	0.1043	0.0934	0.0369	0.0445	0.0724	0.0281	0.0239
TAG48:2-FA16:0	TG(48:2)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0128	0.0381	0.0198	0.0298	0.0192	0.0124	0.0217	0.0219	0.0646	0.1288	0.1162	0.047	0.0534	0.0775	0.0336	0.027
TAG48:2-FA16:1	TG(48:2)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0123	0.0206	0.0139	0.0214	0.0316	0.0107	0.0163	0.0202	0.0617	0.0438	0.0329	0.0375	0.0227	0.0222	0.0245	0.0185
TAG48:2-FA18:1	TG(48:2)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.002721036	0.0079	0.003091411	0.0076	0.013	0.002692477	0.004156321	0.0081	0.0261	0.0188	0.0154	0.0178	0.0106	0.0129	0.005568314	0.0058
TAG48:2-FA18:2	TG(48:2)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0088	0.0272	0.0124	0.0219	0.013	0.0073	0.0131	0.0124	0.0377	0.0988	0.0799	0.0282	0.0409	0.0678	0.0263	0.0221
TAG48:3-FA16:1	TG(48:3)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0119	0.0202	0.0216	0.0159	0.0281	0.0197	0.0233	0.0178	0.0347	0.0246	0.0254	0.0304	0.0193	0.0221	0.0219	0.0202
TAG49:0-FA15:0	TG(49:0)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0112	0.0213	0.0093	0.0133	0.011	0.0076	0.0102	0.0105	0.0207	0.0651	0.0386	0.0192	0.0192	0.022	0.0133	0.0161
TAG49:0-FA16:0	TG(49:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.1157	0.1703	0.07	0.1363	0.1046	0.049	0.0631	0.0974	0.1697	0.7701	0.4025	0.1887	0.1777	0.2787	0.1223	0.1323
TAG49:0-FA17:0	TG(49:0)	FA17:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0138	0.0166	0.0091	0.0167	0.0134	0.0092	0.0138	0.0175	0.0281	0.0818	0.0465	0.0349	0.0265	0.0373	0.02	0.0217
TAG49:0-FA18:0	TG(49:0)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0235	0.0343	0.0134	0.0322	0.0207	0.0131	0.0149	0.0276	0.0343	0.1574	0.0809	0.0384	0.0377	0.0588	0.0247	0.03
TAG49:1-FA15:0	TG(49:1)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0171	0.0337	0.017	0.0266	0.025	0.004920096	0.0182	0.0206	0.0551	0.1433	0.0702	0.0476	0.0434	0.0598	0.023	0.0283
TAG49:1-FA16:0	TG(49:1)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.1242	0.2373	0.1004	0.1841	0.1385	0.0555	0.091	0.1328	0.3406	1.1754	0.4957	0.2648	0.2679	0.4324	0.1456	0.1656
TAG49:1-FA16:1	TG(49:1)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0141	0.0181	0.0122	0.0187	0.0146	0.0094	0.005865537	0.0163	0.0318	0.0651	0.035	0.022	0.0161	0.0204	0.0119	0.015
TAG49:1-FA18:1	TG(49:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0514	0.097	0.0401	0.0745	0.0547	0.0216	0.0321	0.0524	0.1344	0.4172	0.1882	0.1048	0.1005	0.1559	0.0543	0.0711
TAG49:2-FA14:0	TG(49:2)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.004851647	0.0144	0.005902434	0.0127	0.01	0.0054	0.004396944	0.005767551	0.0144	0.0488	0.0251	0.011	0.0195	0.0168	0.0106	0.0106
TAG49:2-FA15:0	TG(49:2)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0201	0.0484	0.0206	0.048	0.0271	0.0098	0.0241	0.0263	0.0552	0.2215	0.1074	0.0628	0.0789	0.1136	0.0512	0.049
TAG49:2-FA16:0	TG(49:2)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0741	0.1627	0.0609	0.1401	0.0854	0.0413	0.0731	0.0806	0.2013	0.8148	0.3779	0.1805	0.2719	0.4196	0.153	0.1432
TAG49:2-FA16:1	TG(49:2)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0168	0.0232	0.0151	0.0228	0.0244	0.0097	0.0116	0.0204	0.0554	0.116	0.0447	0.0416	0.0249	0.0403	0.0219	0.0207
TAG49:2-FA18:1	TG(49:2)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0102	0.0133	0.0102	0.0152	0.015	0.0075	0.006491827	0.0106	0.0338	0.0697	0.0352	0.0208	0.0188	0.0232	0.0136	0.012
TAG49:2-FA18:2	TG(49:2)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0684	0.1624	0.0558	0.1341	0.0726	0.0387	0.0628	0.0826	0.2089	0.9059	0.4131	0.1797	0.3332	0.4624	0.1581	0.1334
TAG49:3-FA16:1	TG(49:3)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.011	0.022	0.0115	0.018	0.0159	0.007	0.0138	0.0172	0.0345	0.1004	0.0398	0.0252	0.0249	0.0406	0.0172	0.0153
TAG49:3-FA18:2	TG(49:3)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0109	0.0243	0.0108	0.0174	0.0122	0.004729866	0.004786672	0.0119	0.0423	0.1501	0.0609	0.0342	0.041	0.0614	0.0207	0.016
TAG50:0-FA16:0	TG(50:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.1422	0.2144	0.1322	0.2244	0.1703	0.1174	0.1793	0.162	0.3024	0.8686	0.6593	0.4243	0.2836	0.5035	0.2048	0.2124
TAG50:0-FA18:0	TG(50:0)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.069	0.1132	0.057	0.1136	0.0799	0.06	0.0896	0.0836	0.1525	0.4781	0.3722	0.2361	0.1522	0.2663	0.0898	0.0986
TAG50:1-FA16:0	TG(50:1)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.156	0.391	0.1783	0.3439	0.1754	0.0892	0.1482	0.1926	0.7544	1.8388	1.3546	0.7127	0.5116	0.8761	0.2662	0.2686
TAG50:1-FA16:1	TG(50:1)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.006891511	0.0131	0.0087	0.0113	0.0087	0.003667195	0.007	0.005496201	0.0276	0.0646	0.0355	0.0252	0.0143	0.0204	0.0098	0.0089
TAG50:1-FA18:0	TG(50:1)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0094	0.0162	0.0112	0.0167	0.0115	0.004851879	0.005659043	0.0113	0.0332	0.08	0.0557	0.038	0.0232	0.0281	0.0129	0.0131
TAG50:1-FA18:1	TG(50:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0707	0.1711	0.0794	0.1561	0.0843	0.0498	0.0752	0.088	0.3468	0.8068	0.6043	0.3119	0.2316	0.357	0.1052	0.1249
TAG50:2-FA14:0	TG(50:2)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0087	0.0212	0.0108	0.0174	0.0183	0.003878234	0.0109	0.0128	0.0322	0.0696	0.0494	0.0264	0.0207	0.0318	0.0149	0.0166
TAG50:2-FA16:0	TG(50:2)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.1637	0.4861	0.1929	0.4284	0.161	0.1048	0.1684	0.2002	0.6978	2.199	1.749	0.7745	0.7726	1.412	0.426	0.3483
TAG50:2-FA16:1	TG(50:2)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0181	0.0364	0.0239	0.0323	0.0385	0.0147	0.0205	0.0229	0.0902	0.1428	0.0809	0.06	0.0424	0.0579	0.0268	0.0271
TAG50:2-FA18:1	TG(50:2)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0214	0.0414	0.0297	0.0423	0.0577	0.0189	0.0316	0.0279	0.1081	0.1564	0.1072	0.0768	0.0493	0.0696	0.0315	0.036
TAG50:2-FA18:2	TG(50:2)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0713	0.2195	0.0796	0.1847	0.0776	0.0441	0.0854	0.08	0.2691	0.943	0.733	0.2976	0.3329	0.6007	0.1846	0.153
TAG50:3-FA14:0	TG(50:3)	FA14:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0076	0.0131	0.0066	0.0093	0.0117	0.003984847	0.005496861	0.003766003	0.0214	0.0554	0.0419	0.0193	0.0179	0.0295	0.0118	0.0112
TAG50:3-FA14:1	TG(50:3)	FA14:1	1	MUFA	TAG	Neutral_Lipids	0.004348605	0.0183	0.0083	0.006849253	0.003760646	0.003400556	0.0128	0.0123	0.0117	0.042	0.0077	0.0089	0.0128	0.0114	0.005571372	0.0121
TAG50:3-FA16:0	TG(50:3)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0226	0.0358	0.0262	0.0352	0.0271	0.0105	0.0224	0.0219	0.0726	0.1833	0.1474	0.0772	0.0745	0.1268	0.0388	0.0414
TAG50:3-FA16:1	TG(50:3)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0171	0.0368	0.0186	0.0284	0.0281	0.0123	0.0218	0.0198	0.0855	0.1713	0.1016	0.068	0.0551	0.0954	0.0378	0.0316
TAG50:3-FA18:1	TG(50:3)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0168	0.0247	0.0169	0.0204	0.0242	0.0152	0.0161	0.0191	0.0468	0.0872	0.0556	0.0336	0.0313	0.0452	0.0229	0.0218
TAG50:3-FA18:2	TG(50:3)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0139	0.0342	0.021	0.0286	0.0276	0.0124	0.0156	0.0167	0.0654	0.176	0.1156	0.0685	0.0575	0.0982	0.0342	0.0336
TAG50:4-FA18:2	TG(50:4)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.004858631	0.0118	0.0069	0.0098	0.0103	0.003485737	0.004047081	0.0078	0.0126	0.0425	0.0353	0.0149	0.0189	0.035	0.0118	0.012
TAG51:0-FA16:0	TG(51:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0508	0.0804	0.0309	0.0588	0.0392	0.0227	0.0247	0.0412	0.0653	0.2527	0.1494	0.0676	0.053	0.084	0.0361	0.0539
TAG51:0-FA17:0	TG(51:0)	FA17:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0086	0.0168	0.004969214	0.0113	0.0095	0.003703157	0.004471137	0.004219052	0.0131	0.0387	0.0282	0.0153	0.015	0.0143	0.0078	0.014
TAG51:0-FA18:0	TG(51:0)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0265	0.0379	0.012	0.0279	0.0141	0.0101	0.0138	0.017	0.0266	0.1066	0.0598	0.0317	0.0238	0.036	0.0201	0.0208
TAG51:1-FA15:0	TG(51:1)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0098	0.0162	0.0081	0.0134	0.0103	0.003911511	0.0093	0.0112	0.0221	0.0545	0.0302	0.0192	0.0142	0.0201	0.0104	0.014
TAG51:1-FA16:0	TG(51:1)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0853	0.1565	0.0709	0.1171	0.0821	0.0372	0.0447	0.0749	0.171	0.6106	0.2678	0.1416	0.128	0.1955	0.0781	0.0872
TAG51:1-FA17:0	TG(51:1)	FA17:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0137	0.0243	0.0155	0.0187	0.0198	0.0084	0.0091	0.0173	0.0345	0.0978	0.051	0.0325	0.0247	0.0343	0.0167	0.0165
TAG51:1-FA18:0	TG(51:1)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0253	0.0496	0.0201	0.0365	0.0274	0.0131	0.0203	0.0299	0.0524	0.1848	0.076	0.0391	0.0396	0.0588	0.0227	0.0299
TAG51:1-FA18:1	TG(51:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0607	0.0986	0.0457	0.0694	0.05	0.0251	0.0263	0.0471	0.0909	0.3614	0.1681	0.0893	0.0724	0.1083	0.0457	0.0528
TAG51:2-FA15:0	TG(51:2)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.033	0.0516	0.0236	0.0423	0.031	0.0168	0.02	0.0269	0.0447	0.1489	0.0809	0.048	0.057	0.0784	0.0394	0.0388
TAG51:2-FA16:0	TG(51:2)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.2728	0.3621	0.2524	0.3304	0.282	0.2204	0.2436	0.2664	0.3792	0.8963	0.5535	0.3569	0.3895	0.4735	0.3063	0.3203
TAG51:2-FA17:0	TG(51:2)	FA17:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0132	0.031	0.0089	0.0203	0.0161	0.003535942	0.0133	0.0113	0.028	0.1077	0.0708	0.0318	0.0421	0.0566	0.0252	0.0216
TAG51:2-FA18:1	TG(51:2)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.1752	0.2315	0.1735	0.21	0.1962	0.1346	0.1482	0.1773	0.2951	0.6695	0.3384	0.2619	0.2294	0.2715	0.1611	0.1809
TAG51:2-FA18:2	TG(51:2)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0995	0.1848	0.0664	0.1473	0.0822	0.0338	0.0583	0.0862	0.1462	0.7361	0.3502	0.1577	0.2101	0.3071	0.1253	0.1122
TAG51:3-FA15:0	TG(51:3)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0214	0.0369	0.0166	0.0236	0.023	0.012	0.0161	0.0179	0.046	0.169	0.0812	0.0438	0.0558	0.0835	0.0328	0.0319
TAG51:3-FA16:1	TG(51:3)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0088	0.0146	0.0092	0.009	0.0102	0.0052	0.002859268	0.005905286	0.0202	0.0506	0.0266	0.0163	0.0146	0.0208	0.006184253	0.0131
TAG51:3-FA18:2	TG(51:3)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.1002	0.211	0.0821	0.1683	0.1046	0.0367	0.0752	0.0931	0.2917	1.2199	0.4811	0.2547	0.3316	0.5356	0.1579	0.1536
TAG51:4-FA15:0	TG(51:4)	FA15:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0118	0.027	0.0129	0.0212	0.0122	0.003376121	0.0122	0.0123	0.027	0.1225	0.0557	0.0279	0.0426	0.0653	0.0283	0.0268
TAG51:4-FA16:1	TG(51:4)	FA16:1	1	MUFA	TAG	Neutral_Lipids	0.0117	0.0146	0.0117	0.0114	0.0135	0.002840077	0.011	0.012	0.0213	0.0573	0.0226	0.0174	0.0161	0.0263	0.0143	0.0138
TAG51:4-FA18:2	TG(51:4)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.0694	0.1696	0.0529	0.1253	0.0707	0.0389	0.0615	0.0591	0.1631	0.8158	0.3693	0.1761	0.3376	0.4534	0.1673	0.1515
TAG51:4-FA20:4	TG(51:4)	FA20:4	4	PUFA	TAG	Neutral_Lipids	0.0114	0.0275	0.009	0.0302	0.0072	0.003872021	0.004778706	0.0131	0.0342	0.2198	0.0812	0.0487	0.0544	0.0978	0.0244	0.0162
TAG51:5-FA18:2	TG(51:5)	FA18:2	2	PUFA	TAG	Neutral_Lipids	0.004059274	0.0131	0.004586725	0.011	0.006001019	0.003666575	0.00928499	0.0075	0.0192	0.0725	0.0237	0.0119	0.0251	0.0371	0.0112	0.0102
TAG52:0-FA16:0	TG(52:0)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.043	0.0519	0.0385	0.048	0.0518	0.0366	0.0507	0.0517	0.0705	0.1268	0.1143	0.0661	0.0539	0.0725	0.0555	0.0705
TAG52:0-FA18:0	TG(52:0)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.078	0.0971	0.0666	0.0935	0.0847	0.0747	0.1023	0.0819	0.1174	0.2414	0.1991	0.1371	0.111	0.1428	0.1003	0.1381
TAG52:1-FA16:0	TG(52:1)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.0555	0.1231	0.0528	0.098	0.054	0.0281	0.0429	0.0568	0.1985	0.5346	0.3389	0.1987	0.136	0.2292	0.0678	0.0772
TAG52:1-FA18:0	TG(52:1)	FA18:0	0	Saturated_FA	TAG	Neutral_Lipids	0.062	0.126	0.0444	0.1109	0.0466	0.0282	0.0465	0.0579	0.2196	0.5027	0.3483	0.2161	0.1303	0.2341	0.0653	0.0735
TAG52:1-FA18:1	TG(52:1)	FA18:1	1	MUFA	TAG	Neutral_Lipids	0.0577	0.1034	0.0506	0.0848	0.0576	0.0325	0.0429	0.0597	0.1938	0.4484	0.2856	0.1726	0.1139	0.1853	0.0585	0.063
TAG52:1-FA20:1	TG(52:1)	FA20:1	1	MUFA	TAG	Neutral_Lipids	0.004242724	0.0118	0.003461125	0.0083	0.0084	0.003682129	0.006208375	0.0071	0.0172	0.0541	0.0323	0.0157	0.0116	0.0184	0.0089	0.007
TAG52:2-FA16:0	TG(52:2)	FA16:0	0	Saturated_FA	TAG	Neutral_Lipids	0.1165	0.272	0.132	0.2183	0.1487	0.0705	0.1056	0.1326	0.4415	1.152	0.8195	0.465	0.3633	0.6283	0.1965	0.1938
